link,title,full_date,start_date,end_date,sort_date,month,location,location_search,info,name,favicon,root
http://www.margamcountrypark.co.uk//2128?event_id=34282,Luminate,Fri 02 Dec 2022,Fri 02 Dec,Fri 02 Dec,2022-12-02,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36177,'Elf Me' Workshops,Sat 03 Dec 2022,Sat 03 Dec,Sat 03 Dec,2022-12-03,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room & Dining Room) and start at 9.15am, 11.30am & 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36196,Santa Deer Feeds,Sat 03 Dec 2022,Sat 03 Dec,Sat 03 Dec,2022-12-03,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36178,'Elf Me' Workshops,Sat 03 Dec 2022,Sat 03 Dec,Sat 03 Dec,2022-12-03,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36179,'Elf Me' Workshops,Sat 03 Dec 2022,Sat 03 Dec,Sat 03 Dec,2022-12-03,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34283,Luminate,Sat 03 Dec 2022,Sat 03 Dec,Sat 03 Dec,2022-12-03,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36180,'Elf Me' Workshops,Sun 04 Dec 2022,Sun 04 Dec,Sun 04 Dec,2022-12-04,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36197,Santa Deer Feeds,Sun 04 Dec 2022,Sun 04 Dec,Sun 04 Dec,2022-12-04,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36181,'Elf Me' Workshops,Sun 04 Dec 2022,Sun 04 Dec,Sun 04 Dec,2022-12-04,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36182,'Elf Me' Workshops,Sun 04 Dec 2022,Sun 04 Dec,Sun 04 Dec,2022-12-04,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34284,Luminate,Sun 04 Dec 2022,Sun 04 Dec,Sun 04 Dec,2022-12-04,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34285,Luminate,Mon 05 Dec 2022,Mon 05 Dec,Mon 05 Dec,2022-12-05,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34286,Luminate,Tue 06 Dec 2022,Tue 06 Dec,Tue 06 Dec,2022-12-06,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34287,Luminate,Wed 07 Dec 2022,Wed 07 Dec,Wed 07 Dec,2022-12-07,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34288,Luminate,Thu 08 Dec 2022,Thu 08 Dec,Thu 08 Dec,2022-12-08,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34289,Luminate,Fri 09 Dec 2022,Fri 09 Dec,Fri 09 Dec,2022-12-09,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36183,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36198,Santa Deer Feeds,Sat 10 Dec 2022,Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36184,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36185,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34290,Luminate,Sat 10 Dec 2022,Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36186,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36199,Santa Deer Feeds,Sun 11 Dec 2022,Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36187,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36188,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34291,Luminate,Sun 11 Dec 2022,Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34292,Luminate,Mon 12 Dec 2022,Mon 12 Dec,Mon 12 Dec,2022-12-12,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34293,Luminate,Tue 13 Dec 2022,Tue 13 Dec,Tue 13 Dec,2022-12-13,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34294,Luminate,Wed 14 Dec 2022,Wed 14 Dec,Wed 14 Dec,2022-12-14,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
